db_id,resource_name,current_access,link_HTML,is_a_pun,available_2022,last_accessible_year,unavailable_message,year_first_publication,year_last_publication,total_citations_2022,nb_authors_max,nb_articles_2022
JL22DB511,PlaMoM: Plant Mobile Macromolecules database,http://www.systembioinfo.org/plamom/,"<a href=""http://www.systembioinfo.org/plamom/"">access link</a>",TRUE,No,2019,Can't be reached,2017,2017,18,10,1
JL22DB522,PMDbase,http://www.sesame-bioinfo.org/PMDBase,"<a href=""http://www.sesame-bioinfo.org/PMDBase"">access link</a>",TRUE,No,2019,Can't be reached,2017,2017,28,7,1
JL22DB527,PolyA_DB,http://www.polya-db.org/v3,"<a href=""http://www.polya-db.org/v3"">access link</a>",FALSE,No,2022,Can't be reached,2018,2018,59,4,1
JL22DB563,RAID database,www.rna-society.org/raid/,"<a href=""www.rna-society.org/raid/"">access link</a>",FALSE,No,2021,Can't be reached,2017,2017,134,16,1
JL22DB623,STAB,http://stab.comp-sysbio.org,"<a href=""http://stab.comp-sysbio.org"">access link</a>",FALSE,No,2020,Can't be reached,2021,2021,1,6,1
JL22DB629,SuperDRUG2,http://cheminfo.charite.de/superdrug2,"<a href=""http://cheminfo.charite.de/superdrug2"">access link</a>",FALSE,No,2021,Can't be reached,2018,2018,29,8,1
JL22DB635,SyntDB,http://syntdb.amu.edu.pl,"<a href=""http://syntdb.amu.edu.pl"">access link</a>",FALSE,No,2022,Can't be reached,2020,2020,5,3,1
JL22DB640,TC3A,http://tc3a.org,"<a href=""http://tc3a.org"">access link</a>",FALSE,No,2022,Can't be reached,2018,2018,17,4,1
JL22DB687,tRFtarfet,http://trftarget.net,"<a href=""http://trftarget.net"">access link</a>",FALSE,No,2022,Can't be reached,2021,2021,1,4,1
JL22DB688,TriForC,http://bioinformatics.psb.ugent.be/triforc/,"<a href=""http://bioinformatics.psb.ugent.be/triforc/"">access link</a>",TRUE,No,2022,Can't be reached,2018,2018,15,9,1
JL22DB725,ViruSurf,http://gmql.eu/virusurf/,"<a href=""http://gmql.eu/virusurf/"">access link</a>",TRUE,No,2022,Can't be reached,2021,2021,8,6,1
MBDC0371,PlantsP,http://plantsp.sdsc.edu,"<a href=""http://plantsp.sdsc.edu"">access link</a>",FALSE,No,2022,Can't be reached,2001,2003,105,12,2
MBDC1614,Genome3D,https://www.genome3d.eu,"<a href=""https://www.genome3d.eu"">access link</a>",FALSE,No,2022,Can't be reached,2013,2020,77,24,3
MBDC1769,LncRNA2Target,http://123.59.132.21/lncrna2target,"<a href=""http://123.59.132.21/lncrna2target"">access link</a>",FALSE,No,2021,Can't be reached,2015,2019,238,12,2
MBDC1842,RPFdb: Ribosome Protected mRNA Fragments,http://www.rpfdb.org/,"<a href=""http://www.rpfdb.org/"">access link</a>",FALSE,No,2022,Can't be reached,2016,2019,42,9,2
MBDC1008,qPrimerDepot,http://primerdepot.nci.nih.gov,"<a href=""http://primerdepot.nci.nih.gov"">access link</a>",FALSE,No,2017,Can't be reached,2007,2007,127,3,1
MBDC1479,Polbase,http://polbase.neb.com,"<a href=""http://polbase.neb.com"">access link</a>",FALSE,No,2022,Can't be reached,2012,2012,6,4,1
MBDC0008,Homophila,http://homophila.sdsc.edu,"<a href=""http://homophila.sdsc.edu"">access link</a>",FALSE,No,2014,Can't be reached,2002,2002,130,4,1
MBDC0041,PlantCARE,http://sphinx.rug.ac.be:8080/PlantCARE/,"<a href=""http://sphinx.rug.ac.be:8080/PlantCARE/"">access link</a>",FALSE,No,2003,Can't be reached,1999,2002,2511,8,2
MBDC0042,PromEC,http://bioinfo.md.huji.ac.il/marg/promec,"<a href=""http://bioinfo.md.huji.ac.il/marg/promec"">access link</a>",FALSE,No,2004,Can't be reached,2001,2001,50,4,1
MBDC0045,rSNP Guide,http://util.bionet.nsc.ru/databases/rsnp.html,"<a href=""http://util.bionet.nsc.ru/databases/rsnp.html"">access link</a>",FALSE,No,2003,Can't be reached,2001,2003,49,10,2
MBDC0067,UK CropNet,http://synteny.nott.ac.uk/,"<a href=""http://synteny.nott.ac.uk/"">access link</a>",FALSE,No,2000,Can't be reached,2000,2000,14,16,1
MBDC0085,MitoNuc,http://bighost.area.ba.cnr.it/mitochondriome,"<a href=""http://bighost.area.ba.cnr.it/mitochondriome"">access link</a>",FALSE,No,2007,Can't be reached,2000,2002,17,9,2
MBDC0117,University of Minnesota Biocatalysis/Biodegradation Database,http://umbbd.msi.umn.edu/,"<a href=""http://umbbd.msi.umn.edu/"">access link</a>",FALSE,No,2014,Can't be reached,1999,2010,460,4,6
MBDC0123,BTKbase: Bruton's agammaglobulinemia Tyrosine Kinase database,http://www.helsinki.fi/science/signal/btkbase.html,"<a href=""http://www.helsinki.fi/science/signal/btkbase.html"">access link</a>",FALSE,No,2007,Can't be reached,1996,1998,136,14,3
MBDC0126,Germline p53 Mutations in Cancer Prone Families,http://www.If2.cuni.cz,"<a href=""http://www.If2.cuni.cz"">access link</a>",FALSE,No,Never archived,Can't be reached,1998,1998,38,4,1
MBDC0128,FLAGdb++,http://genoplanteinfo.infobiogen.fr/FLAGdb/,"<a href=""http://genoplanteinfo.infobiogen.fr/FLAGdb/"">access link</a>",FALSE,No,Never archived,Can't be reached,2004,2004,49,7,1
MBDC0144,PAH Mutation Analysis Consortium Database,http://www.mcgill.ca/pahdb,"<a href=""http://www.mcgill.ca/pahdb"">access link</a>",FALSE,No,2000,Can't be reached,1996,1998,119,4,3
MBDC0163,EXProt: EXperimentally verified PROTeins,http://www.cmbi.kun.nl/EXProt/,"<a href=""http://www.cmbi.kun.nl/EXProt/"">access link</a>",FALSE,No,2011,Can't be reached,2002,2002,5,4,1
MBDC0182,NRR: Nuclear Receptor Resource,http://nrr.georgetown.edu/nrr/nrr.html,"<a href=""http://nrr.georgetown.edu/nrr/nrr.html"">access link</a>",FALSE,No,2013,Can't be reached,1997,1998,27,11,2
MBDC0189,PLANT-Pls,http://bighost.area.ba.cnr.it/PLANT-Pls,"<a href=""http://bighost.area.ba.cnr.it/PLANT-Pls"">access link</a>",FALSE,No,Never archived,Can't be reached,2002,2002,44,7,1
MBDC0196,SENTRA,http://compbio.mcs.anl.gov/sentra,"<a href=""http://compbio.mcs.anl.gov/sentra"">access link</a>",FALSE,No,2009,Can't be reached,2000,2007,44,7,3
MBDC0222,GELBANK,http://gelbank.anl.gov,"<a href=""http://gelbank.anl.gov"">access link</a>",FALSE,No,2013,Can't be reached,2004,2004,34,2,1
MBDC0226,MitoDrome,http://bighost.area.ba.cnr.it/BIG/MitoDrome,"<a href=""http://bighost.area.ba.cnr.it/BIG/MitoDrome"">access link</a>",FALSE,No,2006,Can't be reached,2003,2003,39,5,1
MBDC0242,PseudoBase,http://wwwbio.LeidenUniv.nl/-Batenburg/PKB.html,"<a href=""http://wwwbio.LeidenUniv.nl/-Batenburg/PKB.html"">access link</a>",FALSE,No,Never archived,Can't be reached,2000,2001,186,5,2
MBDC0245,RNAMDB: RNA Modification Database,http://rna-mdb.cas.albany.edu/RNAmods/,"<a href=""http://rna-mdb.cas.albany.edu/RNAmods/"">access link</a>",FALSE,No,2012,Can't be reached,1996,2011,954,9,5
MBDC0277,PDB-REPRDB,http://www.cbrc.jp/pdbreprdb/,"<a href=""http://www.cbrc.jp/pdbreprdb/"">access link</a>",FALSE,No,2014,Can't be reached,2001,2003,131,3,2
MBDC0280,ProTherm,http://gibk26.bse.kyutech.ac.jp/jouhou/Protherm/protherm.html,"<a href=""http://gibk26.bse.kyutech.ac.jp/jouhou/Protherm/protherm.html"">access link</a>",FALSE,No,2007,Can't be reached,1999,2006,721,7,5
MBDC0296,MPDB: Molecular Probe Data Base,http://www.biotech.ist.unige.it/interlab/mpdb.html,"<a href=""http://www.biotech.ist.unige.it/interlab/mpdb.html"">access link</a>",FALSE,No,2009,Can't be reached,1992,1998,20,12,6
MBDC0309,S/MARt DB,http://transfac.gbf.de/SMARtDB/,"<a href=""http://transfac.gbf.de/SMARtDB/"">access link</a>",FALSE,No,2005,Can't be reached,2002,2002,48,4,1
MBDC0324,HOWDY,http://www-alis.tokyo.jst.go.jp/HOWDY/,"<a href=""http://www-alis.tokyo.jst.go.jp/HOWDY/"">access link</a>",TRUE,No,2009,Can't be reached,2002,2002,7,1,1
MBDC0337,CORG: Comparative Regulatory Genomics,http://corg.eb.tuebingen.mpg.de,"<a href=""http://corg.eb.tuebingen.mpg.de"">access link</a>",FALSE,No,2012,Can't be reached,2003,2007,60,5,2
MBDC0351,GPI: GenoPlante-Info,http://genoplante-info.infobiogen.fr/,"<a href=""http://genoplante-info.infobiogen.fr/"">access link</a>",FALSE,No,2006,Can't be reached,2003,2003,31,7,1
MBDC0354,PEDANT,http://pedant.gsf.de,"<a href=""http://pedant.gsf.de"">access link</a>",FALSE,No,2016,Can't be reached,2003,2009,243,15,4
MBDC0376,NLSdb: Nuclear Localization Signals Database,http://cubic.bioc.columbia.edu/db/NLSdb/,"<a href=""http://cubic.bioc.columbia.edu/db/NLSdb/"">access link</a>",FALSE,No,2010,Can't be reached,2003,2003,123,3,1
MBDC0380,NCIR: Non-Canonical Interactions in known RNA structures,http://prion.bchs.uh.edu/bppe/,"<a href=""http://prion.bchs.uh.edu/bppe/"">access link</a>",FALSE,No,Never archived,Can't be reached,2000,2002,177,7,2
MBDC0383,SubViral RNA,http://subviral.med.uottawa.ca/,"<a href=""http://subviral.med.uottawa.ca/"">access link</a>",FALSE,No,2019,Can't be reached,2003,2003,23,4,1
MBDC0384,CADB: Confrontation Angles Database,http://144.16.71.148/cadb/,"<a href=""http://144.16.71.148/cadb/"">access link</a>",FALSE,No,2006,Can't be reached,2003,2003,10,4,1
MBDC0411,Aptamer database,http://aptamer.icmb.utexas.edu,"<a href=""http://aptamer.icmb.utexas.edu"">access link</a>",FALSE,No,2014,Can't be reached,2004,2004,164,4,1
MBDC0428,CCDB: CyberCell Database,http://redpoll.pharmacy.ualberta-ca/CCDB,"<a href=""http://redpoll.pharmacy.ualberta-ca/CCDB"">access link</a>",FALSE,No,Never archived,Can't be reached,2004,2004,152,7,1
MBDC0431,CGED: Cancer Gene Expression Database,http://cged.hgc.jp,"<a href=""http://cged.hgc.jp"">access link</a>",FALSE,No,2007,Can't be reached,2005,2005,35,7,1
MBDC0432,CleanEx,http://www.cleanex.isb-sib.ch,"<a href=""http://www.cleanex.isb-sib.ch"">access link</a>",FALSE,No,2016,Can't be reached,2004,2009,38,3,2
MBDC0434,CnidBase,http://cnidbase.bu.edu/,"<a href=""http://cnidbase.bu.edu/"">access link</a>",FALSE,No,2010,Can't be reached,2003,2003,13,2,1
MBDC0436,coliBASE,http://colibase.bham.ac.uk,"<a href=""http://colibase.bham.ac.uk"">access link</a>",FALSE,No,2014,Can't be reached,2004,2004,54,3,1
MBDC0444,DBSubLoc: Database of protein subcellular localization,http://www.bioinfo.tsinghua.edu.cn/dbsubloc.html,"<a href=""http://www.bioinfo.tsinghua.edu.cn/dbsubloc.html"">access link</a>",FALSE,No,2016,Can't be reached,2004,2004,45,4,1
MBDC0448,Domlns: DOMain INSertion,http://stash.mrc-lmb.cam.ac.uk/Domlns,"<a href=""http://stash.mrc-lmb.cam.ac.uk/Domlns"">access link</a>",FALSE,No,Never archived,Can't be reached,2004,2004,16,2,1
MBDC0460,ERGDB: Estrogen Responsive Genes Database,http://sdmc.i2r.a-star.edu.sg/ergdb/cgi-bin/explore.pl,"<a href=""http://sdmc.i2r.a-star.edu.sg/ergdb/cgi-bin/explore.pl"">access link</a>",FALSE,No,2006,Can't be reached,2004,2004,73,3,1
MBDC0483,Genolevures,http://genolevures.org/,"<a href=""http://genolevures.org/"">access link</a>",FALSE,No,2016,Can't be reached,2004,2009,196,6,3
MBDC0494,HemoPDB: Hematopoiesis Promoter Database,http://bioinformatics.med.ohio-state.edu/HemoPDB,"<a href=""http://bioinformatics.med.ohio-state.edu/HemoPDB"">access link</a>",FALSE,No,2008,Can't be reached,2004,2004,9,3,1
MBDC0498,HOMSTRAD,http://www-cryst.bioc.cam.ac.uk/homstrad/,"<a href=""http://www-cryst.bioc.cam.ac.uk/homstrad/"">access link</a>",FALSE,No,2016,Can't be reached,2004,2004,71,2,1
MBDC0503,IMGT/GENE-DB,http://imgt.cines.fr,"<a href=""http://imgt.cines.fr"">access link</a>",FALSE,No,2011,Can't be reached,2005,2005,279,3,1
MBDC0504,IMGT/LIGM-DB,http://imgt.cines.fr,"<a href=""http://imgt.cines.fr"">access link</a>",FALSE,No,2011,Can't be reached,2006,2006,181,7,1
MBDC0510,InterDom,http://InterDom.lit.org.sg,"<a href=""http://InterDom.lit.org.sg"">access link</a>",FALSE,No,2007,Can't be reached,2003,2003,125,4,1
MBDC0517,JSNP: Japanese Single Nucleotide Polymorphism,http://snp.ims.u-tokyo.ac.jp/,"<a href=""http://snp.ims.u-tokyo.ac.jp/"">access link</a>",FALSE,No,2016,Can't be reached,2002,2002,229,6,1
MBDC0560,PHYTOPROT,http://genoplante-info.infobiogen.fr/phytoprot,"<a href=""http://genoplante-info.infobiogen.fr/phytoprot"">access link</a>",FALSE,No,2006,Can't be reached,2004,2004,13,4,1
MBDC0563,PlantProm,http://mendel.cs.rhul.ac.uk/,"<a href=""http://mendel.cs.rhul.ac.uk/"">access link</a>",FALSE,No,2010,Can't be reached,2003,2003,180,5,1
MBDC0573,RPG: Ribosomal Protein Gene database,http://ribosome.miyazaki-med.ac.jp/,"<a href=""http://ribosome.miyazaki-med.ac.jp/"">access link</a>",FALSE,No,2011,Can't be reached,2004,2004,115,3,1
MBDC0590,topoSNP: topographic mapping of Single Nucleotide Polymorphism,http://gila.bioengr.uic.edu/snp/toposnp,"<a href=""http://gila.bioengr.uic.edu/snp/toposnp"">access link</a>",FALSE,No,2010,Can't be reached,2004,2004,73,5,1
MBDC0610,Brassica ASTRA,http://hornbill.cspp.latrobe.edu.au,"<a href=""http://hornbill.cspp.latrobe.edu.au"">access link</a>",FALSE,No,2007,Can't be reached,2005,2005,37,8,1
MBDC0615,PDB-Ligand,http://www.idrtech.com/PDB-Ligand/,"<a href=""http://www.idrtech.com/PDB-Ligand/"">access link</a>",FALSE,No,2006,Can't be reached,2005,2005,49,2,1
MBDC0620,PoMaMo: Potato Maps and More,https://gabi.rzpd.de/PoMaMo.html,"<a href=""https://gabi.rzpd.de/PoMaMo.html"">access link</a>",TRUE,No,2011,Can't be reached,2005,2005,30,3,1
MBDC0622,ADDA: Automatic Domain Decomposition Algorithm,http://ekhidna.biocenter.helsinki.fi:9801/sqgraph/pairsdb,"<a href=""http://ekhidna.biocenter.helsinki.fi:9801/sqgraph/pairsdb"">access link</a>",FALSE,No,2005,Can't be reached,2005,2005,44,4,1
MBDC0632,T1DBase,http://www.t1dbase.org,"<a href=""http://www.t1dbase.org"">access link</a>",FALSE,No,2019,Can't be reached,2005,2011,156,21,3
MBDC0661,DG-CST: Disease Gene Conserved Sequence Tags,http://dgcst.ceinge.unina.it/,"<a href=""http://dgcst.ceinge.unina.it/"">access link</a>",FALSE,No,2008,Can't be reached,2005,2005,13,11,1
MBDC0665,PhenomicDB,http://www.phenomicdb.de,"<a href=""http://www.phenomicdb.de"">access link</a>",FALSE,No,2014,Can't be reached,2007,2007,44,7,1
MBDC0669,FESD: Functional Element SNPs Database,http://combio.kribb.re.kr/ksnp/resd/,"<a href=""http://combio.kribb.re.kr/ksnp/resd/"">access link</a>",FALSE,No,2012,Can't be reached,2005,2005,27,5,1
MBDC0683,HCAD: Human Chromosome Aberration Database,http://www.pdg.cnb.uam.es/UniPub/HCAD/,"<a href=""http://www.pdg.cnb.uam.es/UniPub/HCAD/"">access link</a>",FALSE,No,2009,Can't be reached,2005,2005,9,4,1
MBDC0754,Small Subunit rRNA Modification Database,http://medlib.med.utah.edu/SSUmods,"<a href=""http://medlib.med.utah.edu/SSUmods"">access link</a>",FALSE,No,2006,Can't be reached,2005,2005,52,2,1
MBDC0756,TRACTOR_DB,http://www.bioinfo.cu/Tractor_DB,"<a href=""http://www.bioinfo.cu/Tractor_DB"">access link</a>",TRUE,No,2006,Can't be reached,2005,2007,37,5,2
MBDC0766,SGMD: Soybean Genomics and Microarray Database,http://psi081.ba.ars.usda.gov/SGMD/default.htm,"<a href=""http://psi081.ba.ars.usda.gov/SGMD/default.htm"">access link</a>",FALSE,No,Never archived,Can't be reached,2004,2004,40,2,1
MBDC0782,FUGOID,http://wnt.cc.utexas.edu/~ifmr530/introndata/main.htm,"<a href=""http://wnt.cc.utexas.edu/~ifmr530/introndata/main.htm"">access link</a>",FALSE,No,2004,Can't be reached,2002,2002,6,2,1
MBDC0783,REFOLD database,http://refold.med.monash.edu.au,"<a href=""http://refold.med.monash.edu.au"">access link</a>",FALSE,No,2011,Can't be reached,2006,2006,35,11,1
MBDC0822,Hptaa: Human Potential Tumor Associated Antigen database,http://www.hptaa.org,"<a href=""http://www.hptaa.org"">access link</a>",FALSE,No,2008,Can't be reached,2006,2006,22,15,1
MBDC0823,HTPSELEX: High-Throughput SELEX Libraries,http://www.isrec.isb-sib.ch/htpselex,"<a href=""http://www.isrec.isb-sib.ch/htpselex"">access link</a>",FALSE,No,2016,Can't be reached,2006,2006,18,4,1
MBDC0826,ICDS: Interrupted CoDing Sequences,http://www-bio3d-igbmc.u-strasbg.fr/ICDS/,"<a href=""http://www-bio3d-igbmc.u-strasbg.fr/ICDS/"">access link</a>",FALSE,No,2006,Can't be reached,2006,2006,18,9,1
MBDC0830,INVHOGEN: INVertebrate HOmologous GENes,http://www.bi.uni-duesseldorf.de/~invhogen/invhogen.html,"<a href=""http://www.bi.uni-duesseldorf.de/~invhogen/invhogen.html"">access link</a>",FALSE,No,2007,Can't be reached,2006,2006,3,2,1
MBDC0842,MPromDb: Mammalian Promoter Database,http://bioinformatics.wistar.upenn.edu/MPromDb/,"<a href=""http://bioinformatics.wistar.upenn.edu/MPromDb/"">access link</a>",FALSE,No,2012,Can't be reached,2006,2011,64,6,2
MBDC0850,PepSeeker,http://nwsr.smith.man.ac.uk/pepseeker,"<a href=""http://nwsr.smith.man.ac.uk/pepseeker"">access link</a>",FALSE,No,2007,Can't be reached,2006,2006,28,8,1
MBDC0870,SoyGD: Soybean Genome Database,http://soybeangenome.siu.edu,"<a href=""http://soybeangenome.siu.edu"">access link</a>",FALSE,No,2013,Can't be reached,2006,2006,62,17,1
MBDC0904,TiProD: Tissue specific Promoter Database,http://tiprod.cbi.pku.edu.cn:8080/index.html,"<a href=""http://tiprod.cbi.pku.edu.cn:8080/index.html"">access link</a>",FALSE,No,2007,Can't be reached,2006,2006,22,5,1
MBDC0927,TassDB: TAndem Splice Site DataBase,http://helios.informatik.uni-freiburg.de/TassDB/,"<a href=""http://helios.informatik.uni-freiburg.de/TassDB/"">access link</a>",FALSE,No,2011,Can't be reached,2007,2007,26,8,1
MBDC0933,Patome,http://www.patome.org/,"<a href=""http://www.patome.org/"">access link</a>",FALSE,No,2016,Can't be reached,2007,2007,4,5,1
MBDC0938,TMBETA-GENOME,http://tmbeta-genome.cbrc.jp/annotation/,"<a href=""http://tmbeta-genome.cbrc.jp/annotation/"">access link</a>",FALSE,No,2015,Can't be reached,2007,2007,14,5,1
MBDC0941,TOPOFIT-DB,http://mozart.bio.neu.edu/topofit/index.php,"<a href=""http://mozart.bio.neu.edu/topofit/index.php"">access link</a>",FALSE,No,2009,Can't be reached,2007,2007,13,3,1
MBDC0948,POGs/PlantRBP: Putative Orthologous Groups,http://plantrbp.uoregon.edu/,"<a href=""http://plantrbp.uoregon.edu/"">access link</a>",FALSE,No,2013,Can't be reached,2007,2007,30,3,1
MBDC0949,KBERG: KnowledgeBase for Estrogen Responsive Genes,http://research.i2r.a-star.edu.sg/kberg,"<a href=""http://research.i2r.a-star.edu.sg/kberg"">access link</a>",FALSE,No,2007,Can't be reached,2007,2007,10,7,1
MBDC0962,Sno/scaRNAbase,http://gene.fudan.sh.cn/snoRNAbase.nsf,"<a href=""http://gene.fudan.sh.cn/snoRNAbase.nsf"">access link</a>",FALSE,No,2007,Can't be reached,2007,2007,45,6,1
MBDC0966,D-HaploDB: Definitive Haplotype Database,http://orca.gen.kyushu-u.ac.jp,"<a href=""http://orca.gen.kyushu-u.ac.jp"">access link</a>",FALSE,No,2016,Can't be reached,2007,2007,7,5,1
MBDC0988,GlycoMapsDB,http://www.glycosciences.de/modeling/glycomapsdb,"<a href=""http://www.glycosciences.de/modeling/glycomapsdb"">access link</a>",FALSE,No,2013,Can't be reached,2007,2007,61,3,1
MBDC0993,IVDB: Influenza Virus Database,http://influenza.genomics.org.cn,"<a href=""http://influenza.genomics.org.cn"">access link</a>",FALSE,No,2011,Can't be reached,2007,2007,46,13,1
MBDC1017,Xanthusbase,http://www.xanthusbase.org,"<a href=""http://www.xanthusbase.org"">access link</a>",FALSE,No,2007,Can't be reached,2007,2012,12,7,2
MBDC1037,GeneSpeed,http://genespeed.ccf.org,"<a href=""http://genespeed.ccf.org"">access link</a>",FALSE,No,2009,Can't be reached,2007,2007,9,3,1
MBDC1043,4D Xpress,http://ani.embl.de/4DXpress,"<a href=""http://ani.embl.de/4DXpress"">access link</a>",FALSE,No,2011,Can't be reached,2008,2008,28,13,1
MBDC1059,ColiSNP,http://yayoi.kansai.jaea.go.jp/colisnp,"<a href=""http://yayoi.kansai.jaea.go.jp/colisnp"">access link</a>",FALSE,No,2013,Can't be reached,2008,2008,17,4,1
MBDC1061,CoVDB,http://covdb.microbiology.hku.hk,"<a href=""http://covdb.microbiology.hku.hk"">access link</a>",FALSE,No,2011,Can't be reached,2008,2008,32,4,1
MBDC1081,GreenPhylDB,http://greenphyl.cirad.fr,"<a href=""http://greenphyl.cirad.fr"">access link</a>",FALSE,No,2016,Can't be reached,2008,2011,149,9,2
MBDC1085,HPD: Heme Protein Database ,http://heme.chem.columbia.edu/heme.php,"<a href=""http://heme.chem.columbia.edu/heme.php"">access link</a>",FALSE,No,2008,Can't be reached,2008,2008,91,3,1
MBDC1091,LigASite: LIGand Attachment SITE,http://www.scmbb.ulb.ac.be/Users/benoit/LigASite,"<a href=""http://www.scmbb.ulb.ac.be/Users/benoit/LigASite"">access link</a>",FALSE,No,2015,Can't be reached,2008,2008,66,4,1
MBDC1096,MethyCancer,http://methycancer.genomics.org.cn,"<a href=""http://methycancer.genomics.org.cn"">access link</a>",FALSE,No,2011,Can't be reached,2008,2008,104,10,1
MBDC1107,ORegAnno,http://www.oreganno.org/,"<a href=""http://www.oreganno.org/"">access link</a>",TRUE,No,2016,Can't be reached,2008,2016,234,29,2
MBDC1123,ProTISA: Prokaryotic Translation Initiation Site,http://mech.ctb.pku.edu.cn/protisa,"<a href=""http://mech.ctb.pku.edu.cn/protisa"">access link</a>",FALSE,No,2013,Can't be reached,2008,2008,21,6,1
