article_global_id,db_id,article_id,article_year,Authors,Author.s..ID,Title,Source.title,Volume,Issue,Page.start,Page.end,Index.Keywords,Funding.Details,Funding.Text.1,Funding.Text.2,Funding.Text.3,PubMed.ID,Open.Access,citations_2016,citations_2021,nb_authors
10.1093/nar/gkg106,NAR9216,778,2003,"Leveugle M., Prat K., Perrier N., Birnbaum D., Coulier F.",6507112108;6507017231;7004729248;7201894175;16210678000;,ParaDB: A tool for paralogy mapping in vertebrate genomes,Nucleic Acids Research,31,1,63,67,"amino acid; complementary DNA; access to information; amino acid sequence; automation; bibliographic database; comparative gene mapping; computer graphics; computer program; Drosophila melanogaster; Ensembl; factual database; GadFly; gene identification; gene mapping; gene sequence; gene structure; genetic database; genome analysis; human; information processing; Internet; medical information; medical instrumentation; mouse; nonhuman; nucleotide sequence; orthology; ParaDB; paralogy; phylogeny; position effect; priority journal; RefSeq; review; vertebrate; Animals; Chromosome Mapping; Databases, Genetic; Drosophila melanogaster; Evolution, Molecular; Gene Duplication; Genome; Genome, Human; Genomics; Humans; Mice; Phylogeny; Proteins; Sequence Homology; Software Design; Vertebrates; Drosophila melanogaster; Homo; Homo sapiens; Melanogaster; Mus; Mus musculus; Musculus; Vertebrata","Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation, MESRI

Institut National de la Santé et de la Recherche Médicale, Inserm

Ligue Contre le Cancer","We thank Franc¸oise Birg and Claude Mawas for enthusiastic support, Esther Schmidt and Pascal Hingamp for their help with Ensembl data, and Jean Thierry-Mieg and Ed Griffith for their assistance in setting up our AceDB server. This work was supported by INSERM and by the Ligue Nationale Contre le Cancer (Équipe Labellisée). M.L. was supported by a fellowship from the Ministère de la Recherche. This work constitutes part of a thesis to be submitted by M.L. to the Université de la Méditerranée to obtain a PhD degree.",NA,NA,12519948,"All Open Access, Bronze, Green",19,20,5
10.1093/nar/gkh084,MBDC0403,937,2004,"Leplae R., Hebrant A., Wodak S.J., Toussaint A.",6603499234;22940628200;7005682828;56213156100;,ACLAME: A classification of mobile genetic elements,Nucleic Acids Research,32,DATABASE ISS.,D45,D49,"bacterial DNA; A Classification of Mobile Genetic Elements; access to information; algorithm; article; automation; bacterial genetics; bacterial genome; bacteriophage; classification; cluster analysis; computer graphics; computer interface; DNA sequence; genetic database; genetic screening; information retrieval; nonhuman; plasmid; priority journal; probability; prokaryote; sequence homology; theory; transposon; validation process; Bacteriophages; Computational Biology; Databases, Nucleic Acid; Information Storage and Retrieval; Internet; Interspersed Repetitive Sequences; Prokaryotic Cells; Software; User-Computer Interface; Bacteria (microorganisms); Prokaryota; transposons; unidentified bacteriophage",NA,NA,NA,NA,14681355,NA,102,135,4
10.1093/nar/gkp938,MBDC0403,1972,2010,"Leplae R., Lima-Mendez G., Toussaint A.",6603499234;15020891500;56213156100;,"ACLAME: A CLAssification of mobile genetic elements, update 2010",Nucleic Acids Research,38,SUPPL.1,D57,D61,"A CLAssification of Mobile genetic Elements; amino acid sequence; article; bacteriophage; classification; computer interface; computer program; data base; gene sequence; genome; information; molecular evolution; plasmid; priority journal; prophage; protein family; algorithm; bacterial genome; biology; genetic database; genetics; information retrieval; Internet; interspersed repeat; methodology; nucleic acid database; nucleotide repeat; Algorithms; Bacteriophages; Computational Biology; Databases, Genetic; Databases, Nucleic Acid; Genome, Bacterial; Information Storage and Retrieval; Internet; Interspersed Repetitive Sequences; Plasmids; Repetitive Sequences, Nucleic Acid; Software",NA,NA,NA,NA,19933762,"All Open Access, Gold, Green",78,180,3
10.1093/nar/gkr992,MBDC1536,2281,2012,"Zhang L., Chang S., Li Z., Zhang K., Du Y., Ott J., Wang J.",36864782300;55494230900;55757773200;23993165200;55249668300;57203070580;55917978900;,ADHDgene: A genetic database for attention deficit hyperactivity disorder,Nucleic Acids Research,40,D1,D1003,D1009,"ADHDgene database; article; attention deficit disorder; computer system; data analysis; gene linkage disequilibrium; gene mapping; genetic analysis; genetic association; genetic database; heredity; human; information processing; integration; priority journal; web browser; Attention Deficit Disorder with Hyperactivity; Chromosome Mapping; Databases, Genetic; Genome-Wide Association Study; Humans; Linkage Disequilibrium","National Natural Science Foundation of China, NSFC: 81101545

Chinese Academy of Sciences, CAS: KSCX2-EW-J-8",Knowledge Innovation Program of the Chinese Academy of Sciences (KSCX2-EW-J-8); National Natural Science Foundation of China (81101545). Funding for open access charge: Knowledge Innovation Program of the Chinese Academy of Sciences (KSCX2-EW-J-8).,NA,NA,22080511,"All Open Access, Gold, Green",19,55,7
10.1093/nar/gkh133,MBDC0541,932,2004,"Craigon D.J., James N., Okyere J., Higgins J., Jotham J., May S.",36825487300;57213666216;36975314900;36459489500;17035161200;7202919184;,NASCArrays: A repository for microarray data generated by NASC's transcriptomics service,Nucleic Acids Research,32,DATABASE ISS.,D575,D577,"access to information; Arabidopsis; article; computer program; DNA microarray; genetic database; genetic resource; information processing; information service; Internet; NASCArrays; nonhuman; priority journal; Arabidopsis; Arabidopsis Proteins; Computational Biology; Databases, Genetic; Gene Expression Profiling; Genes, Plant; Genomics; Information Storage and Retrieval; Internet; Oligonucleotide Array Sequence Analysis; Software; Transcription, Genetic; Arabidopsis; Arabidopsis thaliana",NA,NA,NA,NA,14681484,NA,275,297,6
10.1093/nar/gkp969,MBDC1380,1997,2010,"Nurtdinov R.N., Vasiliev M.O., Ershova A.S., Lossev I.S., Karyagina A.S.",7801614405;35346037500;36923688300;35345149000;57198882129;,PLANdbAffy: Probe-level annotation database for Affymetrix expression microarrays,Nucleic Acids Research,38,SUPPL.1,D726,D730,"messenger RNA; access to information; alternative RNA splicing; article; expressed sequence tag; gene expression; gene mapping; genetic database; genetic transcription; human; human genome; Internet; intron; microarray analysis; molecular probe; oligonucleotide probe; PLANdbAffy; priority journal; RNA hybridization; sequence alignment; single nucleotide polymorphism; web browser; biology; computer interface; computer program; DNA microarray; genome; information retrieval; methodology; nucleic acid database; nucleic acid hybridization; protein database; Alternative Splicing; Computational Biology; Databases, Genetic; Databases, Nucleic Acid; Databases, Protein; Genome; Humans; Information Storage and Retrieval; Internet; Introns; Nucleic Acid Hybridization; Oligonucleotide Array Sequence Analysis; Polymorphism, Single Nucleotide; Sequence Alignment; Software; User-Computer Interface",NA,NA,NA,NA,19906711,"All Open Access, Gold, Green",21,22,5
10.1093/nar/gki009,MBDC0635,1118,2005,"Hermida L., Brachat S., Voegeli S., Philippsen P., Primig M.",57208383245;6506210160;6507345914;57204492052;56251322000;,The Ashbya Genome Database (AGD) - A tool for the yeast community and genome biologists,Nucleic Acids Research,33,DATABASE ISS.,D348,D352,"article; Ashbya Genome Database; ashbya gossypii; chromosome; computer interface; data base; EMBL Nucleotide Sequence Database; factual database; fungal gene; fungus; gene locus; gene sequence; information retrieval; molecular evolution; nonhuman; online system; priority journal; Saccharomyces cerevisiae; sequence homology; SWISS-PROT; synteny; yeast; access to information; chromosome analysis; controlled study; fungal strain; genetic database; genome analysis; information processing; sequence analysis; species difference; Computer Graphics; Databases, Genetic; Genome, Fungal; Genomics; Saccharomycetales; Software; User-Computer Interface; Eremothecium; Eremothecium gossypii; Fungi; Saccharomyces cerevisiae; Saccharomycetales; Schizosaccharomyces pombe",NA,"We thank R. Jenni, R. Poehlmann (BioPhIT), N. Brown ([BC]2) and D. Flanders (FMI) for excellent IT support, and M. Aslett and V. Wood (Sanger Institute) for critical reading of the manuscript. L.H. is supported by the Swiss Institute of Bioinformatics.",NA,NA,15608214,"All Open Access, Bronze, Green",16,17,5
10.1093/nar/gkt1073,MBDC1718,2636,2014,"Hühne R., Thalheim T., Sühnel J.",6602122183;57200983108;7003780403;,AgeFactDB - The JenAge Ageing Factor Database - Towards data integration in ageing research,Nucleic Acids Research,42,D1,D892,D896,"access to information; Ageing Gene database; aging; Aging Factor database; article; computer interface; data analysis; data base; Dietary Restriction Gene database; lifespan; Lifespan Observations database; medical research; phenotype; priority journal; validation process; web browser; aging; animal; genetic database; genetics; human; Internet; longevity; system analysis; AgeFactDB; Article; computer program; genetic manipulation; information processing; medical literature; nonhuman; validation study; Aging; Animals; Databases, Genetic; Humans; Internet; Longevity; Phenotype; Systems Integration; Cocksfoot streak virus",NA,"German Ministry for Education and Research (Bundesministerium für Bildung und Forschung— BMBF) within the GerontoSys initiative [0315581]. Funding for open access charge: Leibniz Institute for Age Research – Fritz Lipmann Institute, Beutenbergstrasse 11, D-07745 Jena, Germany.",NA,NA,24217911,"All Open Access, Gold, Green",8,31,3
10.1093/nar/gku843,MBDC1808,2941,2015,"Craig T., Smelick C., Tacutu R., Wuttke D., Wood S.H., Stanley H., Janssens G., Savitskaya E., Moskalev A., Arking R., De Magalhães J.P.",55206915800;6508036751;24176150400;54685471600;23977147300;57075096800;26665477300;57188974212;7003730453;7003987633;55664374500;,The Digital Ageing Atlas: Integrating the diversity of age-related changes into a unified resource,Nucleic Acids Research,43,D1,D873,D878,"age; aging; Article; computer interface; cross linking; digital aging atlas; epigenetics; gene expression; gene ontology; genetic database; genetic variability; human; information retrieval; measurement accuracy; molecular model; nonhuman; proteomics; statistical significance; factual database; genetics; Internet; pathology; physiology; psychology; Aging; Databases, Factual; Humans; Internet","Biotechnology and Biological Sciences Research Council, BBSRC: BB/G024774/1",NA,NA,NA,25232097,"All Open Access, Gold, Green",12,38,11
10.1093/nar/gkv1287,MBDC1879,3067,2016,"Moskalev A., Zhikrivetskaya S., Shaposhnikov M., Dobrovolskaya E., Gurinovich R., Kuryan O., Pashuk A., Jellen L.C., Aliper A., Peregudov A., Zhavoronkov A.",7003730453;56613364400;7004704906;57189320036;56893787300;56893876100;57190048944;41361362800;54889030500;57212958030;39862415800;,Aging chart: A community resource for rapid exploratory pathway analysis of age-related processes,Nucleic Acids Research,44,D1,D894,D899,"age; aging; Aging Chart; applied research; Article; basic research; clinical research; human; information processing; information system; longevity; priority journal; aging; diseases; factual database; genetics; physiology; signal transduction; Aging; Databases, Factual; Disease; Humans; Signal Transduction",NA,NA,NA,NA,26602690,"All Open Access, Gold, Green",2,7,11
10.1093/nar/gkn873,MBDC1287,1778,2009,"Peng Z.-Y., Zhou X., Li L., Yu X., Li H., Jiang Z., Cao G., Bai M., Wang X., Jiang C., Lu H., Hou X., Qu L., Wang Z., Zuo J., Fu X., Su Z., Li S., Guo H.",8723007800;55743291200;56094070600;57196946148;44661401000;36445758500;23049125500;14027837400;8872022400;22134723400;56131317900;16047669500;7103292427;55719668200;7202872019;7402204673;7402248642;7409241896;34770874300;,Arabidopsis hormone database: A comprehensive genetic and phenotypic information database for plant hormone research in Arabidopsis,Nucleic Acids Research,37,SUPPL. 1,D975,D982,"abscisic acid; auxin; brassinosteroid; cytokinin; ethylene; gibberellin; jasmonic acid; phytohormone; salicylic acid; Arabidopsis; Arabidopsis Hormone Database; article; data base; gene function; gene identification; gene sequence; genome; genotype; hormonal regulation; microarray analysis; molecular interaction; mutant; nonhuman; phenotype; plant development; plant growth; plant morphology; priority journal; publication; Arabidopsis; Databases, Genetic; Genes, Plant; Hormones; Mutation; Phenotype; Plant Growth Regulators; Research; User-Computer Interface; Arabidopsis",NA,NA,NA,NA,19015126,"All Open Access, Gold, Green",30,39,19
10.1093/nar/gkq1066,MBDC1287,2049,2011,"Jiang Z., Liu X., Peng Z., Wan Y., Ji Y., He W., Wan W., Luo J., Guo H.",36445758500;26651818900;8723007800;56270477300;36727360300;36727583000;56238873900;7404183061;34770874300;,AHD2.0: An update version of arabidopsis hormone database for plant systematic studies,Nucleic Acids Research,39,SUPPL. 1,D1123,D1129,"microRNA; phytohormone; AHD2.0; Arabidopsis; Arabidopsis Hormone Database; article; bioinformatics; data base; gene; gene expression; gene interaction; hormonal regulation; hormone synthesis; nonhuman; nucleotide sequence; online analysis; orthology; plant response; priority journal; protein database; publication; RNA splicing; signal transduction; systematic review (topic); Arabidopsis; Databases, Genetic; Genes, Plant; MicroRNAs; Plant Growth Regulators; RNA Splicing; Arabidopsis; Arabidopsis thaliana","National Natural Science Foundation of China, NSFC: 30625003, 30730011

Ministry of Education of the People's Republic of China, MOE: ED20060047

Ministry of Science and Technology of the People's Republic of China, MOST: 2009CB119101",National Natural Science Foundation of China (30625003 and 30730011 to H.G.); Ministry of Science and Technology of China (2009CB119101 to H.G.); Ministry of Education of China (ED20060047 to H.G.). Funding for open access charge: 111 project.,NA,NA,21045062,"All Open Access, Gold, Green",21,42,9
